person_id,season,round_number,round_pick,overall_pick,draft_type,team_id,organization,organization_type
79299,1947,1,1,1,Draft,7,Texas-El Paso,College/University
78109,1947,1,2,2,Draft,10,Wisconsin,College/University
76649,1947,1,3,3,Draft,1,Purdue,College/University
79302,1947,1,4,4,Draft,8,Connecticut,College/University
77048,1947,1,5,5,Draft,6,Long Island-Brooklyn,College/University
76479,1947,1,6,6,Draft,5,Pennsylvania,College/University
79311,1947,1,7,7,Draft,9,Ohio State,College/University
77088,1947,1,8,8,Draft,2,Ohio State,College/University
77752,1947,1,9,9,Draft,11,Santa Clara,College/University
79321,1947,1,10,10,Draft,12,Vermont,College/University
79314,1947,0,0,0,Draft,10,Oregon,College/University
79315,1947,0,0,0,Draft,11,St. Mary's (MD),College/University
79316,1947,0,0,0,Draft,11,San Francisco,College/University
79317,1947,0,0,0,Draft,12,Toledo,College/University
79318,1947,0,0,0,Draft,12,West Virginia,College/University
79319,1947,0,0,0,Draft,12,High Point,College/University
79320,1947,0,0,0,Draft,12,Vermont,College/University
79322,1947,0,0,0,Draft,12,Houston,College/University
79323,1947,0,0,0,Draft,12,Penn State,College/University
78070,1947,0,0,0,Draft,2,Northwestern,College/University
78185,1947,0,0,0,Draft,2,Minnesota,College/University
78275,1947,0,0,0,Draft,1,DePaul,College/University
77452,1947,0,0,0,Draft,11,Oregon State,College/University
77462,1947,0,0,0,Draft,11,Harvard,College/University
77613,1947,0,0,0,Draft,6,Utah,College/University
77684,1947,0,0,0,Draft,7,Akron,College/University
77686,1947,0,0,0,Draft,9,San Francisco,College/University
78344,1947,0,0,0,Draft,11,Kentucky,College/University
78402,1947,0,0,0,Draft,2,Illinois,College/University
77853,1947,0,0,0,Draft,2,Illinois,College/University
77867,1947,0,0,0,Draft,2,Stanford,College/University
77938,1947,0,0,0,Draft,12,New York University,College/University
77999,1947,0,0,0,Draft,10,Oregon State,College/University
78023,1947,0,0,0,Draft,11,Long Island-Brooklyn,College/University
76407,1947,0,0,0,Draft,11,Wisconsin,College/University
76507,1947,0,0,0,Draft,2,Denver,College/University
76615,1947,0,0,0,Draft,6,William & Mary,College/University
76689,1947,0,0,0,Draft,1,Rhode Island,College/University
76769,1947,0,0,0,Draft,12,DePaul,College/University
76773,1947,0,0,0,Draft,12,Truman State,College/University
79313,1947,0,0,0,Draft,10,Georgia Tech,College/University
79312,1947,0,0,0,Draft,9,Iowa,College/University
77036,1947,0,0,0,Draft,10,Purdue,College/University
77072,1947,0,0,0,Draft,8,Springfield,College/University
78650,1947,0,0,0,Draft,11,George Washington,College/University
79278,1947,0,0,0,Draft,1,,
79279,1947,0,0,0,Draft,1,Northwestern,College/University
79280,1947,0,0,0,Draft,1,Notre Dame,College/University
79281,1947,0,0,0,Draft,1,,
79282,1947,0,0,0,Draft,2,Washington,College/University
79283,1947,0,0,0,Draft,2,West Texas A&M,College/University
79284,1947,0,0,0,Draft,2,Kansas State,College/University
79285,1947,0,0,0,Draft,6,Kansas,College/University
79286,1947,0,0,0,Draft,6,,
79287,1947,0,0,0,Draft,6,Texas Tech,College/University
79288,1947,0,0,0,Draft,6,St. Mary's (CA),College/University
79289,1947,0,0,0,Draft,6,Saint Louis,College/University
79290,1947,0,0,0,Draft,6,Findlay,College/University
79291,1947,0,0,0,Draft,6,Southern Methodist,College/University
79292,1947,0,0,0,Draft,5,Saint Joseph's,College/University
79293,1947,0,0,0,Draft,5,York (PA),College/University
79294,1947,0,0,0,Draft,5,Duke,College/University
79295,1947,0,0,0,Draft,7,Santa Clara,College/University
79296,1947,0,0,0,Draft,7,,
79297,1947,0,0,0,Draft,7,Iowa,College/University
79298,1947,0,0,0,Draft,7,Washington & Jefferson,College/University
79300,1947,0,0,0,Draft,7,DePaul,College/University
79301,1947,0,0,0,Draft,8,,
79303,1947,0,0,0,Draft,8,St. Thomas (MN),College/University
79304,1947,0,0,0,Draft,8,Bates,College/University
79305,1947,0,0,0,Draft,8,St. Mary's (MD),College/University
79306,1947,0,0,0,Draft,8,Hofstra,College/University
79307,1947,0,0,0,Draft,8,Rhode Island,College/University
79308,1947,0,0,0,Draft,9,Louisville,College/University
79309,1947,0,0,0,Draft,9,Oklahoma State,College/University
79310,1947,0,0,0,Draft,9,Wyoming,College/University
77014,1947,0,0,0,Draft,1,Temple,College/University
76161,1947,0,0,0,Draft,1,Long Island-Brooklyn,College/University
78353,1948,1,1,1,Draft,8,Marshall,College/University
79374,1948,1,2,2,Draft,14,Arkansas,College/University
79327,1948,1,3,3,Draft,1,Harvard,College/University
78076,1948,1,4,4,Draft,6,New York University,College/University
77590,1948,1,5,5,Draft,2,DePaul,College/University
76298,1948,1,6,6,Draft,12,Columbia,College/University
79351,1948,1,7,7,Draft,9,Cornell,College/University
78573,1948,1,8,8,Draft,13,Indiana,College/University
79378,1948,1,9,9,Draft,15,California,College/University
78453,1948,1,10,10,Draft,,Seton Hall,College/University
77918,1948,1,11,11,Draft,5,Western Kentucky,College/University
77713,1948,1,12,12,Draft,11,Washington,College/University
79381,1948,0,0,0,Draft,15,Gustavus Adolphus,College/University
79382,1948,0,0,0,Draft,15,Southern Illinois,College/University
79380,1948,0,0,0,Draft,15,Louisiana State,College/University
79383,1948,0,0,0,Draft,,Tulane,College/University
79384,1948,0,0,0,Draft,,Niagara,College/University
79379,1948,0,0,0,Draft,15,Denver,College/University
79377,1948,0,0,0,Draft,15,Oregon State,College/University
79386,1948,0,0,0,Draft,,Canisius,College/University
79387,1948,0,0,0,Draft,,Syracuse,College/University
79388,1948,0,0,0,Draft,,Niagara,College/University
77529,1948,0,0,0,Draft,6,Arkansas,College/University
79376,1948,0,0,0,Draft,14,Idaho,College/University
77616,1948,0,0,0,Draft,1,Sam Houston State,College/University
77769,1948,0,0,0,Draft,15,Beloit,College/University
79375,1948,0,0,0,Draft,14,North Carolina,College/University
77797,1948,0,0,0,Draft,9,Texas Wesleyan,College/University
77801,1948,0,0,0,Draft,11,Kentucky,College/University
77841,1948,0,0,0,Draft,6,Cornell,College/University
77889,1948,0,0,0,Draft,5,Southern Methodist,College/University
79385,1948,0,0,0,Draft,,City College of New York,College/University
77968,1948,0,0,0,Draft,6,Eastern Kentucky,College/University
78012,1948,0,0,0,Draft,13,Kentucky,College/University
76937,1948,0,0,0,Draft,14,Southern California,College/University
76974,1948,0,0,0,Draft,1,Tennessee,College/University
77041,1948,0,0,0,Draft,12,Kentucky,College/University
77217,1948,0,0,0,Draft,2,DePaul,College/University
77226,1948,0,0,0,Draft,11,North Carolina State,College/University
77238,1948,0,0,0,Draft,1,New York University,College/University
77303,1948,0,0,0,Draft,14,Georgetown,College/University
77309,1948,0,0,0,Draft,12,Georgetown,College/University
77310,1948,0,0,0,Draft,12,Rider,College/University
77317,1948,0,0,0,Draft,,Bowling Green,College/University
77425,1948,0,0,0,Draft,14,New York University,College/University
77436,1948,0,0,0,Draft,,Seton Hall,College/University
76306,1948,0,0,0,Draft,9,Illinois,College/University
76359,1948,0,0,0,Draft,12,Texas A&M-Commerce,College/University
76414,1948,0,0,0,Draft,8,Louisville,College/University
76438,1948,0,0,0,Draft,13,Wisconsin,College/University
76571,1948,0,0,0,Draft,2,North Carolina,College/University
76711,1948,0,0,0,Draft,15,Utah,College/University
76768,1948,0,0,0,Draft,,Syracuse,College/University
76773,1948,0,0,0,Draft,6,Truman State,College/University
76778,1948,0,0,0,Draft,15,DePauw,College/University
76808,1948,0,0,0,Draft,15,Western Kentucky,College/University
76080,1948,0,0,0,Draft,1,Fordham,College/University
76155,1948,0,0,0,Draft,6,Marquette,College/University
79373,1948,0,0,0,Draft,14,North Carolina,College/University
79372,1948,0,0,0,Draft,14,Louisiana State,College/University
78141,1948,0,0,0,Draft,6,Ohio,College/University
78225,1948,0,0,0,Draft,2,Western Kentucky,College/University
78434,1948,0,0,0,Draft,8,Brigham Young,College/University
78483,1948,0,0,0,Draft,14,Rice,College/University
78521,1948,0,0,0,Draft,13,Iowa,College/University
78525,1948,0,0,0,Draft,9,Saint Louis,College/University
79324,1948,0,0,0,Draft,1,Oregon State,College/University
79325,1948,0,0,0,Draft,1,Holy Cross,College/University
79326,1948,0,0,0,Draft,1,Colgate,College/University
79328,1948,0,0,0,Draft,1,Denver,College/University
79329,1948,0,0,0,Draft,1,Texas Wesleyan,College/University
79330,1948,0,0,0,Draft,1,Iowa State,College/University
79331,1948,0,0,0,Draft,2,Loras,College/University
79332,1948,0,0,0,Draft,2,Wisconsin,College/University
79333,1948,0,0,0,Draft,2,Murray State,College/University
79334,1948,0,0,0,Draft,2,Wheaton (IL),College/University
79335,1948,0,0,0,Draft,2,Siena,College/University
79336,1948,0,0,0,Draft,6,West Virginia,College/University
79337,1948,0,0,0,Draft,6,East Central,College/University
79338,1948,0,0,0,Draft,6,California-Los Angeles,College/University
79339,1948,0,0,0,Draft,5,Maryland,College/University
79340,1948,0,0,0,Draft,5,Louisville,College/University
79341,1948,0,0,0,Draft,5,Brigham Young,College/University
79342,1948,0,0,0,Draft,5,Pepperdine,College/University
79343,1948,0,0,0,Draft,5,Kansas Wesleyan,College/University
79344,1948,0,0,0,Draft,5,Akron,College/University
79345,1948,0,0,0,Draft,5,California,College/University
79346,1948,0,0,0,Draft,8,Oklahoma State,College/University
79347,1948,0,0,0,Draft,8,Trinity (TX),College/University
79348,1948,0,0,0,Draft,8,Arizona State,College/University
79349,1948,0,0,0,Draft,8,Kansas,College/University
79350,1948,0,0,0,Draft,9,Drake,College/University
79352,1948,0,0,0,Draft,9,Dickinson,College/University
79353,1948,0,0,0,Draft,9,Washington (MO),College/University
79354,1948,0,0,0,Draft,9,Saint Louis,College/University
79355,1948,0,0,0,Draft,11,Oregon,College/University
79356,1948,0,0,0,Draft,11,San Jose State,College/University
79357,1948,0,0,0,Draft,11,Missouri,College/University
79358,1948,0,0,0,Draft,11,Louisiana Tech,College/University
79359,1948,0,0,0,Draft,11,Sam Houston State,College/University
79360,1948,0,0,0,Draft,11,Arkansas,College/University
79361,1948,0,0,0,Draft,12,Occidental,College/University
79362,1948,0,0,0,Draft,12,West Virginia,College/University
79363,1948,0,0,0,Draft,12,Newberry,College/University
79364,1948,0,0,0,Draft,12,Wittenberg,College/University
79365,1948,0,0,0,Draft,12,Arkansas State,College/University
79366,1948,0,0,0,Draft,12,Lebanon Valley,College/University
79367,1948,0,0,0,Draft,12,Washington State,College/University
79368,1948,0,0,0,Draft,12,American International,College/University
79369,1948,0,0,0,Draft,12,Moravian,College/University
79370,1948,0,0,0,Draft,13,Arizona,College/University
79371,1948,0,0,0,Draft,14,Oregon,College/University
76270,1948,0,0,0,Draft,12,Humboldt State,College/University
78124,1949,1,1,1,Draft,8,Kansas State,College/University
76897,1949,1,2,2,Draft,20,Kentucky,College/University
76959,1949,1,3,3,Draft,13,Oklahoma State,College/University
77346,1949,1,4,4,Draft,1,Yale,College/University
76779,1949,1,5,5,Draft,5,Utah,College/University
77392,1949,1,6,6,Draft,12,Wyoming,College/University
77537,1949,1,7,7,Draft,6,St. John's (NY),College/University
77199,1949,1,8,8,Draft,11,Kentucky,College/University
77249,1949,1,9,9,Draft,2,Loyola-Chicago,College/University
78063,1949,1,10,10,Draft,,Seton Hall,College/University
79406,1949,0,0,0,Draft,9,Stanford,College/University
79407,1949,0,0,0,Draft,9,Nebraska,College/University
79408,1949,0,0,0,Draft,9,Northwestern Oklahoma State,College/University
79409,1949,0,0,0,Draft,9,Missouri State,College/University
79410,1949,0,0,0,Draft,11,George Washington,College/University
79411,1949,0,0,0,Draft,11,Loyola-Maryland,College/University
79412,1949,2,0,0,Draft,11,Baylor,College/University
79413,1949,0,0,0,Draft,12,Drake,College/University
79414,1949,0,0,0,Draft,12,St. Francis Brooklyn,College/University
79415,1949,0,0,0,Draft,12,Xavier,College/University
79416,1949,0,0,0,Draft,12,Kenyon,College/University
79417,1949,0,0,0,Draft,12,Oregon,College/University
79418,1949,0,0,0,Draft,12,Lafayette,College/University
79419,1949,0,0,0,Draft,13,Toledo,College/University
79420,1949,0,0,0,Draft,20,Butler,College/University
79421,1949,0,0,0,Draft,20,Notre Dame,College/University
79422,1949,0,0,0,Draft,20,Oklahoma State,College/University
78033,1949,8,0,0,Draft,8,Indiana State,College/University
76962,1949,0,0,0,Draft,15,Michigan,College/University
77218,1949,2,0,0,Draft,1,Holy Cross,College/University
77285,1949,8,0,0,Draft,1,Indiana State,College/University
77366,1949,3,0,0,Draft,8,Dartmouth,College/University
76414,1949,2,0,0,Draft,,Louisville,College/University
76452,1949,5,0,0,Draft,8,Georgetown,College/University
76580,1949,5,0,0,Draft,9,Truman State,College/University
76585,1949,2,0,0,Draft,6,Muhlenberg,College/University
76636,1949,3,0,0,Draft,2,Illinois,College/University
76687,1949,4,0,0,Draft,20,Butler,College/University
79405,1949,0,0,0,Draft,9,Oregon State,College/University
79404,1949,0,0,0,Draft,8,DePaul,College/University
78074,1949,0,0,0,Draft,9,Saint Louis,College/University
78075,1949,3,0,0,Draft,13,West Virginia,College/University
78405,1949,3,0,0,Draft,6,Colgate,College/University
78447,1949,0,0,0,Draft,15,Tennessee,College/University
77429,1949,0,0,0,Territorial,9,Saint Louis,College/University
77593,1949,0,0,0,Territorial,15,Hamline,College/University
77659,1949,3,0,0,Draft,1,Holy Cross,College/University
77683,1949,4,0,0,Draft,13,Loyola-Chicago,College/University
77724,1949,2,0,0,Draft,5,Georgia Tech,College/University
77758,1949,2,0,0,Draft,13,Western Kentucky,College/University
77769,1949,2,0,0,Draft,9,Beloit,College/University
77779,1949,3,0,0,Draft,20,Bowling Green,College/University
77834,1949,4,0,0,Draft,8,Tulane,College/University
77887,1949,7,0,0,Draft,9,Drake,College/University
76098,1949,5,0,0,Draft,11,Kentucky,College/University
76110,1949,2,0,0,Draft,20,Notre Dame,College/University
76131,1949,2,0,0,Draft,2,Kentucky,College/University
76190,1949,3,0,0,Draft,5,Temple,College/University
76214,1949,6,0,0,Draft,20,Western Michigan,College/University
79389,1949,0,0,0,Draft,1,Denver Junior College,College/University
79390,1949,0,0,0,Draft,1,Bates,College/University
79391,1949,0,0,0,Draft,1,Bowling Green,College/University
79392,1949,0,0,0,Draft,1,Rice,College/University
79393,1949,0,0,0,Draft,1,Washington,College/University
79394,1949,0,0,0,Draft,1,Colby,College/University
79395,1949,0,0,0,Draft,1,Brigham Young,College/University
79396,1949,0,0,0,Draft,6,Notre Dame,College/University
79397,1949,0,0,0,Draft,6,Arkansas,College/University
79398,1949,0,0,0,Draft,6,Missouri Valley,College/University
79399,1949,0,0,0,Draft,6,Emporia State,College/University
79400,1949,0,0,0,Draft,6,Southern Methodist,College/University
79401,1949,0,0,0,Draft,8,Oklahoma,College/University
79402,1949,0,0,0,Draft,8,Alabama,College/University
79403,1949,0,0,0,Draft,8,Florida,College/University
76835,1949,3,0,0,Draft,12,Notre Dame,College/University
78125,1950,1,1,1,Draft,1,Bowling Green,College/University
77933,1950,1,2,2,Draft,12,Wisconsin,College/University
600003,1950,1,3,3,Draft,18,Holy Cross,College/University
78086,1950,1,4,4,Draft,11,Ohio State,College/University
76744,1950,1,5,5,Draft,2,La Salle,College/University
79437,1950,1,6,6,Draft,6,City College of New York,College/University
78628,1950,1,7,7,Draft,13,Stanford,College/University
77347,1950,1,8,8,Draft,20,Western Kentucky,College/University
77559,1950,1,9,9,Draft,,San Francisco,College/University
77773,1950,1,10,10,Draft,15,Notre Dame,College/University
77402,1950,1,11,11,Draft,21,San Francisco,College/University
79487,1950,8,0,0,Draft,20,Indiana,College/University
79486,1950,9,0,0,Draft,20,Texas Christian,College/University
79485,1950,4,0,0,Draft,20,Kentucky,College/University
79484,1950,11,0,0,Draft,20,Butler,College/University
79483,1950,10,0,0,Draft,20,Georgia Tech,College/University
79482,1950,5,0,0,Draft,20,Morehead State,College/University
79481,1950,9,0,0,Draft,,Rice,College/University
79480,1950,2,0,0,Draft,,California-Los Angeles,College/University
79479,1950,3,0,0,Draft,,John Carroll,College/University
79478,1950,8,0,0,Draft,,California-Los Angeles,College/University
79477,1950,7,0,0,Draft,,Southwestern (KS),College/University
79476,1950,6,0,0,Draft,,Western Kentucky,College/University
79475,1950,4,0,0,Draft,,William & Mary,College/University
79474,1950,10,0,0,Draft,,Niagara,College/University
77441,1950,5,0,0,Draft,12,City College of New York,College/University
79473,1950,3,0,0,Draft,15,Purdue,College/University
79472,1950,9,0,0,Draft,15,Swarthmore,College/University
79471,1950,2,0,0,Draft,15,Hamline,College/University
79470,1950,6,0,0,Draft,15,Oklahoma,College/University
79469,1950,10,0,0,Draft,15,Purdue,College/University
79468,1950,8,0,0,Draft,15,Wisconsin-River Falls,College/University
79467,1950,5,0,0,Draft,13,Kent State,College/University
79466,1950,4,0,0,Draft,13,Indiana State,College/University
79465,1950,6,0,0,Draft,13,Valparaiso,College/University
79464,1950,7,0,0,Draft,13,Tennessee,College/University
79488,1950,2,0,0,Draft,20,Bradley,College/University
79489,1950,7,0,0,Draft,21,Akron,College/University
79490,1950,3,0,0,Draft,21,Southern California,College/University
79491,1950,8,0,0,Draft,21,Georgia,College/University
79492,1950,5,0,0,Draft,21,Denver,College/University
79493,1950,4,0,0,Draft,21,Oklahoma,College/University
79494,1950,9,0,0,Draft,21,Syracuse,College/University
79495,1950,6,0,0,Draft,21,Michigan,College/University
79496,1950,10,0,0,Draft,21,Mercer,College/University
79497,1950,6,0,0,Draft,18,Loyola-Maryland,College/University
79498,1950,10,0,0,Draft,18,Wyoming,College/University
79499,1950,3,0,0,Draft,18,Kansas State,College/University
79500,1950,8,0,0,Draft,18,Wyoming,College/University
79501,1950,7,0,0,Draft,18,Illinois,College/University
79502,1950,4,0,0,Draft,18,Eastern Kentucky,College/University
77090,1950,7,0,0,Draft,15,Hamline,College/University
77268,1950,8,0,0,Draft,2,Charleston (WV),College/University
77394,1950,9,0,0,Draft,11,West Virginia State,College/University
76311,1950,3,0,0,Draft,13,Tennessee,College/University
76326,1950,2,0,0,Draft,21,St. John's (NY),College/University
76394,1950,5,0,0,Draft,18,Toledo,College/University
76442,1950,2,0,0,Draft,1,Duquesne,College/University
76496,1950,2,0,0,Draft,5,Duquesne,College/University
76551,1950,9,0,0,Draft,18,Wisconsin-River Falls,College/University
76565,1950,3,0,0,Draft,12,North Carolina State,College/University
76584,1950,3,0,0,Draft,1,Ohio State,College/University
76797,1950,2,0,0,Draft,18,Washington State,College/University
79463,1950,9,0,0,Draft,13,Northwest Missouri State,College/University
79462,1950,8,0,0,Draft,13,Vanderbilt,College/University
77444,1950,6,0,0,Draft,1,Brown,College/University
77657,1950,3,0,0,Draft,20,Eastern Kentucky,College/University
77675,1950,4,0,0,Draft,2,St. Bonaventure,College/University
77743,1950,6,0,0,Draft,20,Butler,College/University
77753,1950,4,0,0,Draft,11,Georgetown,College/University
77775,1950,2,0,0,Draft,2,Illinois,College/University
77780,1950,5,0,0,Draft,11,East Central,College/University
77859,1950,2,0,0,Draft,12,Wyoming,College/University
77959,1950,2,0,0,Draft,13,Tulane,College/University
78067,1950,3,0,0,Draft,11,California-Los Angeles,College/University
78082,1950,2,0,0,Draft,6,Long Island-Brooklyn,College/University
78126,1950,2,0,0,Draft,11,Southern California,College/University
76056,1950,0,0,0,Territorial,5,Villanova,College/University
76129,1950,5,0,0,Draft,15,West Virginia,College/University
76186,1950,7,0,0,Draft,20,Arizona,College/University
76209,1950,5,0,0,Draft,5,Temple,College/University
79341,1950,5,0,0,Draft,,Brigham Young,College/University
79423,1950,7,0,0,Draft,1,Kentucky,College/University
79424,1950,9,0,0,Draft,1,Montana,College/University
79425,1950,10,0,0,Draft,1,Holy Cross,College/University
79426,1950,8,0,0,Draft,1,Holy Cross,College/University
79427,1950,4,0,0,Draft,1,Louisville,College/University
79428,1950,5,0,0,Draft,1,Oklahoma State,College/University
79429,1950,9,0,0,Draft,2,Georgetown,College/University
79430,1950,6,0,0,Draft,2,San Jose State,College/University
79431,1950,10,0,0,Draft,2,Wheaton (IL),College/University
79432,1950,5,0,0,Draft,2,Missouri,College/University
79433,1950,3,0,0,Draft,2,Indiana,College/University
79434,1950,7,0,0,Draft,2,Nebraska,College/University
79435,1950,7,0,0,Draft,6,Notre Dame,College/University
79436,1950,5,0,0,Draft,6,San Diego State,College/University
79438,1950,9,0,0,Draft,6,Baylor,College/University
79439,1950,8,0,0,Draft,6,Appalachian State,College/University
79440,1950,4,0,0,Draft,6,Saint Louis,College/University
79441,1950,6,0,0,Draft,6,Rutgers,College/University
79442,1950,3,0,0,Draft,6,Bowling Green,College/University
79443,1950,10,0,0,Draft,5,Princeton,College/University
79444,1950,3,0,0,Draft,5,Western Kentucky,College/University
79445,1950,6,0,0,Draft,5,Cincinnati,College/University
79446,1950,9,0,0,Draft,5,New York University,College/University
79447,1950,12,0,0,Draft,5,Tennessee,College/University
79448,1950,7,0,0,Draft,5,Siena,College/University
79449,1950,8,0,0,Draft,5,Villanova,College/University
79450,1950,4,0,0,Draft,5,Saint Joseph's,College/University
79451,1950,11,0,0,Draft,5,Villanova,College/University
79452,1950,6,0,0,Draft,11,North Carolina State,College/University
79453,1950,7,0,0,Draft,11,Arkansas,College/University
79454,1950,8,0,0,Draft,11,Santa Clara,College/University
79455,1950,10,0,0,Draft,11,Virginia,College/University
79456,1950,8,0,0,Draft,12,Toledo,College/University
79457,1950,7,0,0,Draft,12,La Salle,College/University
79458,1950,6,0,0,Draft,12,Kansas State,College/University
79459,1950,9,0,0,Draft,12,Cincinnati,College/University
79460,1950,4,0,0,Draft,12,Wyoming,College/University
79461,1950,10,0,0,Draft,12,Loyola-Maryland,College/University
76850,1950,4,0,0,Draft,15,Minnesota,College/University
79526,1951,1,1,1,Draft,12,Bradley,College/University
77089,1951,1,2,2,Draft,18,Brigham Young,College/University
79544,1951,1,3,3,Draft,20,Oklahoma,College/University
78163,1951,1,4,4,Draft,13,Niagara,College/University
77513,1951,1,5,5,Draft,21,Northwestern State,College/University
78187,1951,1,6,6,Draft,6,Harvard,College/University
76114,1951,1,7,7,Draft,1,Kansas State,College/University
77912,1951,1,8,8,Draft,,North Carolina State,College/University
78278,1951,1,9,9,Draft,5,Illinois,College/University
79284,1951,2,1,10,Draft,12,Kansas State,College/University
79559,1951,2,2,11,Draft,18,Colorado State,College/University
79549,1951,2,3,12,Draft,20,Millikin,College/University
77256,1951,2,4,13,Draft,13,Syracuse,College/University
78066,1951,2,5,14,Draft,21,Le Moyne,College/University
79510,1951,2,6,15,Draft,6,Brigham Young,College/University
79506,1951,2,7,16,Draft,1,Indiana,College/University
77902,1951,2,8,17,Draft,,Northwestern,College/University
77824,1951,2,9,18,Draft,5,Tulane,College/University
77032,1951,2,10,19,Draft,15,Kansas State,College/University
79525,1951,3,1,20,Draft,12,Bradley,College/University
79557,1951,3,2,21,Draft,18,Beloit,College/University
79546,1951,3,3,22,Draft,20,Central Missouri,College/University
76705,1951,3,4,23,Draft,13,Northwestern,College/University
76837,1951,3,5,24,Draft,21,DePaul,College/University
79509,1951,3,6,25,Draft,6,Cincinnati,College/University
79505,1951,3,7,26,Draft,1,Pepperdine,College/University
76578,1951,3,8,27,Draft,,St. Bonaventure,College/University
79517,1951,3,9,28,Draft,5,Georgia,College/University
79538,1951,3,10,29,Draft,15,Oregon State,College/University
79522,1951,4,1,30,Draft,12,California,College/University
78171,1951,4,2,31,Draft,18,South Carolina,College/University
78359,1951,4,3,32,Draft,20,Indiana,College/University
79531,1951,4,4,33,Draft,13,Mississippi State,College/University
79551,1951,4,5,34,Draft,21,North Carolina State,College/University
79512,1951,4,6,35,Draft,6,St. Thomas (MN),College/University
79504,1951,4,7,36,Draft,1,Evansville,College/University
76141,1951,4,8,37,Draft,,Bradley,College/University
79516,1951,4,9,38,Draft,5,Ohio Wesleyan,College/University
79537,1951,4,10,39,Draft,15,Oklahoma State,College/University
79524,1951,5,1,40,Draft,12,American,College/University
79561,1951,5,2,41,Draft,18,Evansville,College/University
79548,1951,5,3,42,Draft,20,Nebraska,College/University
79532,1951,5,4,43,Draft,13,Arizona,College/University
79550,1951,5,5,44,Draft,21,Colorado State,College/University
79513,1951,5,6,45,Draft,6,St. Peter's,College/University
79507,1951,5,7,46,Draft,1,Western Kentucky,College/University
79435,1951,5,8,47,Draft,,Notre Dame,College/University
77230,1951,5,9,48,Draft,5,Princeton,College/University
79539,1951,5,10,49,Draft,15,Michigan,College/University
79521,1951,6,1,50,Draft,12,Utah,College/University
77941,1951,6,2,51,Draft,18,Drake,College/University
79545,1951,6,3,52,Draft,20,Wheaton (IL),College/University
79530,1951,6,4,53,Draft,13,Iowa,College/University
79555,1951,6,5,54,Draft,21,Idaho,College/University
77536,1951,6,6,55,Draft,6,St. John's (NY),College/University
77422,1951,6,7,56,Draft,1,St. Francis Brooklyn,College/University
79542,1951,6,8,57,Draft,,Valparaiso,College/University
79518,1951,6,9,58,Draft,5,Indianapolis,College/University
79535,1951,6,10,59,Draft,15,Arkansas Tech,College/University
79528,1951,7,1,60,Draft,12,Southern California,College/University
79556,1951,7,2,61,Draft,18,Arkansas,College/University
79543,1951,7,3,62,Draft,20,Illinois,College/University
79534,1951,7,4,63,Draft,13,Stanford,College/University
79554,1951,7,5,64,Draft,21,St. Francis Brooklyn,College/University
79511,1951,7,6,65,Draft,6,Denver,College/University
79503,1951,7,7,66,Draft,1,Columbia,College/University
79540,1951,7,8,67,Draft,,Southern Methodist,College/University
76555,1951,7,9,68,Draft,5,King's (NY),College/University
79536,1951,7,10,69,Draft,15,Kansas State,College/University
79523,1951,8,1,70,Draft,12,Oregon State,College/University
79560,1951,8,2,71,Draft,18,Bradley,College/University
79547,1951,8,3,72,Draft,20,Vanderbilt,College/University
79533,1951,8,4,73,Draft,13,Duquesne,College/University
79552,1951,8,5,74,Draft,21,Syracuse,College/University
79508,1951,8,6,75,Draft,1,North Carolina State,College/University
79541,1951,8,7,76,Draft,,Lafayette,College/University
77849,1951,8,8,77,Draft,5,La Salle,College/University
79520,1951,9,1,78,Draft,12,San Jose State,College/University
79562,1951,9,2,79,Draft,18,Colorado,College/University
79553,1951,9,3,80,Draft,21,Ithaca,College/University
79514,1951,9,4,81,Draft,5,Pepperdine,College/University
79529,1951,10,1,82,Draft,12,Oregon State,College/University
79558,1951,10,2,83,Draft,18,Texas A&M,College/University
79515,1951,10,3,84,Draft,5,Cornell,College/University
79527,1951,11,1,85,Draft,12,DePaul,College/University
79519,1951,12,1,86,Draft,12,Springfield,College/University
78169,1951,0,0,0,Territorial,15,Minnesota,College/University
78616,1952,1,0,1,Draft,18,West Virginia,College/University
76081,1952,1,0,2,Draft,12,Eastern Kentucky,College/University
76894,1952,1,0,3,Draft,13,Duke,College/University
79618,1952,1,0,4,Draft,20,Louisiana State,College/University
77868,1952,1,0,5,Draft,6,Whitworth,College/University
79570,1952,1,0,6,Draft,1,Missouri,College/University
77397,1952,1,0,7,Draft,21,Louisville,College/University
79607,1952,1,0,8,Draft,,Iowa,College/University
77414,1952,1,0,9,Draft,15,Kansas,College/University
79604,1952,0,0,0,Draft,15,Xavier,College/University
79605,1952,0,0,0,Draft,15,Union (TN),College/University
79606,1952,0,0,0,Draft,15,Memphis,College/University
79608,1952,0,0,0,Draft,,Alabama,College/University
79609,1952,0,0,0,Draft,,Notre Dame,College/University
79610,1952,0,0,0,Draft,,Texas A&M,College/University
79611,1952,0,0,0,Draft,,Indiana,College/University
79612,1952,0,0,0,Draft,,Brigham Young,College/University
79613,1952,0,0,0,Draft,,Houston,College/University
79614,1952,0,0,0,Draft,,City College of New York,College/University
79615,1952,0,0,0,Draft,,Saint Louis,College/University
79616,1952,0,0,0,Draft,,Saint Louis,College/University
79617,1952,0,0,0,Draft,,Florida State,College/University
79619,1952,0,0,0,Draft,20,Washington & Lee,College/University
79620,1952,0,0,0,Draft,20,Siena,College/University
